bedrooms,bathrooms,area,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,parking,furnishingstatus,price
3,4,1744,1,yes,no,no,yes,yes,yes,1,furnished,379841
2,2,951,2,no,no,yes,yes,yes,no,3,furnished,233119
4,5,1990,1,yes,yes,no,no,no,no,1,furnished,403584
3,3,1481,2,no,no,yes,no,yes,no,2,unfurnished,282502
2,2,1327,3,no,yes,no,yes,yes,yes,1,furnished,299501
1,1,1098,2,no,no,no,yes,yes,yes,2,furnished,235467
3,2,1829,2,yes,no,no,yes,yes,yes,3,semi-furnished,359009
3,4,1225,1,yes,yes,yes,no,yes,yes,3,unfurnished,289340
2,3,1708,2,yes,yes,no,no,no,yes,2,furnished,357612
5,6,2559,1,no,yes,no,no,yes,no,1,unfurnished,442007
2,2,1144,3,yes,yes,yes,no,no,yes,1,furnished,291786
3,2,1731,2,yes,yes,no,no,no,no,1,furnished,342555
5,4,2535,3,yes,yes,no,yes,no,no,3,furnished,535141
3,3,1566,1,yes,yes,no,no,yes,yes,2,semi-furnished,345432
3,4,1739,2,yes,yes,no,no,yes,no,1,furnished,358044
3,3,1578,2,yes,no,no,no,no,no,0,semi-furnished,304211
2,2,1219,1,yes,no,no,no,no,yes,2,furnished,267786
6,6,2762,2,yes,yes,no,no,no,yes,3,unfurnished,567863
3,3,1413,3,no,no,no,no,yes,yes,2,furnished,321767
4,5,2129,3,yes,no,no,yes,yes,yes,0,semi-furnished,437557
2,3,1417,2,yes,no,no,no,no,no,0,semi-furnished,256549
2,2,1402,2,yes,yes,no,yes,yes,yes,1,semi-furnished,255985
1,1,1063,1,yes,no,yes,no,yes,no,3,furnished,216780
3,3,1764,3,yes,no,yes,no,yes,yes,3,unfurnished,370289
3,3,1593,1,no,no,yes,no,yes,yes,3,unfurnished,303506
4,4,2267,3,yes,no,yes,no,yes,yes,2,furnished,451290
3,5,1428,2,yes,no,yes,no,yes,yes,2,unfurnished,317731
5,6,2319,2,yes,no,no,no,yes,yes,2,semi-furnished,451997
2,3,1107,3,yes,no,yes,no,yes,yes,2,semi-furnished,269168
4,4,2316,1,yes,no,no,no,yes,no,2,furnished,490930
4,4,2288,2,yes,no,no,no,yes,no,1,semi-furnished,431777
4,5,2197,2,yes,no,yes,no,no,yes,2,furnished,514469
4,5,2314,1,yes,yes,yes,no,yes,yes,0,semi-furnished,443083
4,5,1924,2,yes,no,no,yes,yes,yes,1,semi-furnished,394960
3,3,1769,2,yes,yes,no,no,no,yes,2,unfurnished,313391
2,3,1274,3,yes,no,no,yes,no,no,3,furnished,273681
1,1,1069,1,yes,no,no,no,yes,no,2,unfurnished,162742
5,6,2476,3,no,yes,no,no,yes,no,0,furnished,489203
3,4,1623,1,yes,no,no,no,yes,yes,3,semi-furnished,365165
4,5,2208,1,yes,yes,no,yes,yes,no,2,unfurnished,364120
3,3,1875,1,no,no,no,yes,no,yes,1,semi-furnished,365502
2,3,1166,1,yes,yes,no,no,no,no,2,furnished,285879
2,2,1287,1,yes,no,yes,no,no,yes,1,furnished,294551
3,3,1488,4,yes,no,no,no,yes,yes,1,furnished,325653
3,3,1200,2,yes,no,no,no,yes,yes,2,semi-furnished,244506
2,3,1340,1,yes,no,no,no,no,yes,0,furnished,270551
3,3,1821,1,yes,yes,yes,yes,yes,no,0,unfurnished,343022
1,1,952,3,yes,no,yes,yes,yes,no,0,semi-furnished,191413
3,4,1310,3,yes,yes,yes,no,no,yes,1,furnished,323210
2,2,1229,1,no,yes,yes,no,yes,no,0,furnished,279966
4,5,1656,1,yes,yes,yes,no,yes,yes,1,furnished,446215
2,2,1573,1,yes,no,no,yes,no,yes,0,furnished,303392
3,2,1482,1,no,no,yes,yes,yes,no,1,semi-furnished,284468
1,2,1151,1,yes,yes,yes,no,yes,no,1,semi-furnished,194649
1,1,1089,2,yes,yes,yes,no,yes,yes,0,unfurnished,205392
3,3,1519,1,no,yes,no,no,yes,yes,2,furnished,348630
3,4,1473,2,yes,no,yes,no,yes,yes,2,unfurnished,322857
3,4,1770,1,yes,no,yes,no,yes,no,0,furnished,359456
2,3,1131,3,yes,yes,no,no,yes,no,2,furnished,267893
3,3,1720,3,yes,no,no,yes,no,yes,3,semi-furnished,341125
4,3,2003,2,yes,no,yes,yes,yes,no,3,unfurnished,373790
4,5,1743,2,yes,no,yes,yes,no,yes,0,furnished,421498
1,2,500,2,yes,no,yes,no,yes,yes,2,unfurnished,113649
3,4,1745,2,yes,no,no,no,yes,no,1,unfurnished,314913
2,3,1187,3,yes,no,yes,no,yes,yes,0,unfurnished,260439
2,3,1189,2,yes,no,no,yes,yes,yes,1,furnished,269972
6,6,3039,3,yes,yes,yes,no,no,no,1,unfurnished,543093
2,2,1534,3,yes,no,no,no,yes,yes,2,unfurnished,276072
3,4,1645,2,yes,no,yes,no,yes,yes,2,semi-furnished,343639
3,3,1631,2,yes,yes,yes,no,yes,no,2,unfurnished,319837
4,4,2200,1,yes,yes,no,yes,yes,no,1,unfurnished,394580
3,4,1428,1,yes,no,yes,no,yes,no,1,semi-furnished,257617
1,2,944,2,no,no,yes,no,yes,yes,1,furnished,233029
2,2,1410,1,yes,no,no,no,yes,yes,1,semi-furnished,262160
3,2,1836,3,no,no,no,yes,yes,no,3,furnished,405877
1,1,512,1,yes,no,yes,no,yes,yes,2,furnished,138823
3,4,1547,2,yes,yes,no,no,yes,yes,3,semi-furnished,324575
1,3,724,2,no,no,no,no,yes,yes,2,furnished,186703
1,1,919,2,yes,no,no,no,yes,yes,1,semi-furnished,195458
3,2,1796,2,yes,yes,no,no,no,yes,1,unfurnished,285504
2,3,1599,3,no,yes,no,no,no,no,1,semi-furnished,270991
3,3,1601,2,no,yes,yes,no,no,no,1,unfurnished,307946
3,4,1600,2,no,no,no,no,yes,yes,2,furnished,336387
4,6,2329,1,yes,no,yes,no,no,no,1,unfurnished,446880
2,1,1359,2,yes,no,yes,no,yes,no,1,unfurnished,234002
2,3,1553,3,yes,no,no,yes,no,no,2,furnished,302126
2,1,1357,2,yes,yes,yes,no,yes,yes,2,furnished,323670
3,3,1468,3,no,no,no,no,yes,yes,1,furnished,360086
4,5,1833,2,yes,no,no,no,yes,yes,2,unfurnished,378287
1,1,589,1,yes,no,no,yes,yes,yes,0,unfurnished,156888
5,6,2632,1,yes,no,yes,no,no,yes,2,furnished,597998
1,2,1137,2,yes,yes,yes,yes,no,yes,0,semi-furnished,218274
3,3,2069,2,no,no,no,no,no,yes,0,furnished,412389
4,4,2268,3,yes,no,no,yes,yes,yes,2,semi-furnished,412798
4,4,2332,1,yes,no,yes,no,yes,yes,1,unfurnished,432338
4,4,1983,2,no,no,yes,no,yes,yes,2,furnished,437827
4,3,1868,2,yes,yes,no,no,no,no,2,unfurnished,371019
2,2,1470,2,yes,no,yes,no,yes,yes,0,unfurnished,297845
4,4,2183,1,yes,no,no,no,no,no,2,unfurnished,390355
1,2,921,1,yes,no,no,yes,yes,no,2,furnished,206666
4,5,2177,1,yes,no,no,no,yes,no,0,furnished,448593
3,4,1764,1,no,no,yes,yes,no,no,2,furnished,367717
4,3,2356,1,yes,yes,yes,no,yes,no,2,unfurnished,415496
3,3,1958,1,no,no,yes,no,yes,yes,2,semi-furnished,397359
3,4,1808,2,no,no,no,no,yes,no,3,furnished,403811
3,3,1869,2,yes,no,no,no,no,no,2,unfurnished,320446
4,3,2202,4,yes,yes,no,yes,yes,no,3,furnished,475378
1,2,807,1,yes,yes,no,no,yes,yes,2,furnished,209599
1,2,1051,2,yes,yes,yes,no,yes,yes,0,semi-furnished,195742
2,3,1021,2,no,no,no,no,yes,no,1,furnished,219269
2,1,1510,1,yes,no,no,no,yes,no,0,furnished,307074
4,5,1861,3,yes,no,no,no,yes,no,2,furnished,402822
2,3,1357,1,yes,no,yes,yes,no,yes,2,unfurnished,314130
5,6,2330,3,yes,no,no,no,no,yes,1,unfurnished,471042
2,3,1410,3,yes,no,no,no,yes,yes,0,semi-furnished,289639
2,3,1293,2,yes,no,no,no,no,yes,1,unfurnished,260376
4,5,1781,2,yes,no,yes,no,yes,yes,0,semi-furnished,365661
3,3,1784,2,yes,no,no,yes,yes,yes,2,furnished,381187
3,4,1584,2,yes,no,yes,yes,yes,yes,2,unfurnished,360907
3,4,1876,2,yes,no,no,yes,yes,yes,3,semi-furnished,365835
4,5,2100,1,yes,no,no,no,yes,yes,0,semi-furnished,427572
2,2,1379,1,yes,no,no,yes,yes,no,2,semi-furnished,229163
6,6,2708,2,yes,yes,no,no,no,no,2,semi-furnished,502044
5,6,2382,2,yes,yes,no,no,yes,no,3,furnished,563393
3,4,1608,3,no,yes,yes,yes,yes,yes,2,unfurnished,337723
2,4,1471,1,yes,no,yes,no,yes,no,0,furnished,300328
3,4,2035,3,yes,yes,no,no,yes,yes,1,unfurnished,406454
1,2,738,1,no,yes,no,no,yes,no,2,furnished,194610
1,2,1115,2,no,yes,yes,no,yes,no,2,furnished,259685
2,3,866,2,yes,no,yes,no,no,yes,2,semi-furnished,214268
3,4,1461,2,yes,no,no,no,no,no,0,furnished,307429
4,5,1908,1,yes,no,no,yes,yes,yes,3,unfurnished,388192
4,4,1829,2,yes,yes,no,no,yes,yes,0,semi-furnished,391341
4,4,1783,3,no,yes,yes,no,no,no,3,semi-furnished,363588
3,4,1782,2,yes,no,no,no,yes,yes,2,furnished,395380
2,2,1257,2,yes,no,no,no,yes,yes,2,furnished,289213
3,3,1775,3,yes,yes,no,no,yes,no,2,furnished,405235
6,6,3038,3,yes,yes,no,no,yes,yes,0,semi-furnished,598427
1,1,953,2,yes,no,yes,no,no,no,0,semi-furnished,147691
4,4,2231,1,no,no,no,yes,yes,no,0,semi-furnished,387083
3,3,1686,3,yes,yes,yes,yes,yes,yes,0,unfurnished,320744
3,5,1462,2,yes,yes,yes,no,yes,yes,2,semi-furnished,358323
4,5,2311,1,yes,no,no,no,yes,yes,1,unfurnished,435783
3,3,1582,1,yes,no,no,no,no,yes,2,furnished,345697
4,3,1912,3,yes,no,no,no,yes,yes,1,furnished,412593
5,6,2464,1,no,no,no,yes,yes,yes,2,furnished,526565
3,3,1517,4,yes,no,yes,yes,no,yes,2,furnished,373374
2,3,1216,1,no,no,no,no,yes,yes,1,semi-furnished,228614
3,4,1768,3,yes,no,yes,yes,yes,no,1,semi-furnished,331743
5,6,2569,2,yes,no,no,no,yes,no,1,semi-furnished,443341
2,2,1120,2,yes,yes,yes,no,yes,no,2,unfurnished,260743
3,4,1602,3,yes,no,no,no,yes,yes,2,unfurnished,334167
3,3,1914,2,no,no,yes,no,yes,yes,1,unfurnished,352930
4,6,2199,2,yes,yes,no,no,yes,no,2,furnished,502415
2,3,1715,1,yes,no,no,yes,no,yes,0,furnished,311610
4,4,2336,1,yes,no,no,no,yes,yes,2,furnished,445205
5,5,2728,1,no,no,no,no,yes,no,1,furnished,533648
2,2,1022,2,yes,no,no,no,yes,yes,2,semi-furnished,235437
2,3,1452,1,yes,no,no,no,no,yes,3,semi-furnished,252275
5,5,2489,1,yes,yes,no,no,yes,no,2,furnished,526622
2,3,1189,2,yes,no,no,no,no,no,1,unfurnished,213675
4,4,2133,2,yes,no,yes,no,yes,yes,0,unfurnished,383818
3,4,1889,3,no,yes,yes,no,no,yes,2,furnished,411563
2,3,1400,1,yes,yes,yes,no,yes,yes,1,furnished,275469
4,5,1924,1,yes,no,yes,no,yes,no,0,unfurnished,351052
3,4,1848,3,yes,yes,no,yes,yes,yes,2,semi-furnished,368912
3,3,1572,1,yes,no,yes,no,no,yes,1,furnished,361478
3,2,1743,3,yes,yes,yes,yes,yes,no,0,furnished,368469
3,4,1639,3,no,yes,yes,no,yes,yes,3,furnished,408009
2,2,1256,3,no,no,no,no,yes,no,1,furnished,203987
3,3,1853,1,no,yes,no,no,no,no,1,unfurnished,292578
5,4,2291,3,no,no,yes,yes,no,yes,2,furnished,513577
2,2,1689,3,yes,no,no,no,yes,no,2,furnished,325804
3,2,1335,2,yes,yes,yes,no,yes,yes,0,furnished,340289
2,3,1180,2,yes,yes,no,yes,yes,no,2,unfurnished,205507
4,4,2174,1,yes,no,no,no,no,no,2,furnished,449184
2,3,1416,1,yes,yes,yes,yes,no,yes,1,furnished,311425
5,4,2479,2,yes,no,no,no,yes,no,1,semi-furnished,441480
3,4,1688,2,yes,no,no,yes,yes,no,0,semi-furnished,342758
2,2,1382,2,no,yes,no,no,no,yes,2,furnished,316304
1,2,853,2,yes,no,no,no,no,yes,2,furnished,225807
2,3,1578,2,no,yes,yes,no,yes,yes,0,unfurnished,334132
3,3,1867,2,yes,yes,yes,no,yes,yes,2,unfurnished,388376
2,4,1474,3,yes,yes,yes,no,yes,no,2,furnished,327803
4,6,1906,1,yes,no,yes,yes,yes,no,1,furnished,436060
3,4,1684,2,yes,no,yes,no,yes,yes,2,furnished,385038
2,3,1239,1,yes,no,no,no,yes,yes,0,unfurnished,278261
3,3,1498,2,yes,no,yes,no,yes,yes,3,semi-furnished,353645
4,5,2172,3,yes,yes,no,no,yes,yes,2,unfurnished,419862
2,1,1192,3,yes,no,no,no,yes,yes,2,semi-furnished,265400
2,1,1431,1,yes,no,no,no,yes,yes,2,unfurnished,230076
1,3,685,4,yes,no,no,no,no,yes,2,unfurnished,181205
4,4,2443,1,yes,yes,no,yes,yes,no,2,unfurnished,407401
3,4,1520,2,yes,yes,no,no,yes,no,2,semi-furnished,283748
3,4,1743,1,yes,no,no,no,yes,no,3,furnished,385024
4,5,2258,3,yes,no,no,yes,no,yes,2,semi-furnished,463329
4,6,1985,2,yes,no,no,no,no,no,0,semi-furnished,393654
3,3,1870,2,yes,no,yes,no,yes,no,3,semi-furnished,359010
4,3,1854,3,yes,no,no,no,no,no,2,furnished,367374
2,2,1590,1,yes,no,no,no,yes,yes,2,semi-furnished,272663
2,2,1302,1,yes,no,yes,yes,no,yes,3,semi-furnished,255966
2,1,1180,3,yes,no,yes,no,yes,yes,0,semi-furnished,243756
1,1,840,2,yes,no,no,no,yes,yes,1,furnished,215643
3,4,1861,1,yes,no,no,no,yes,no,1,semi-furnished,362794
5,6,2383,2,yes,yes,yes,no,yes,no,2,furnished,500582
1,1,750,2,yes,no,no,no,yes,yes,2,unfurnished,149135
2,3,1255,1,yes,no,no,no,no,yes,3,semi-furnished,247676
3,3,1464,1,yes,no,no,no,no,no,1,furnished,253750
5,4,2864,1,yes,yes,no,no,yes,yes,2,furnished,590554
2,3,1186,2,yes,yes,no,no,yes,no,3,semi-furnished,251612
3,4,1866,3,yes,no,no,no,yes,no,2,furnished,389795
1,2,941,4,yes,yes,yes,no,yes,yes,1,unfurnished,245837
2,1,1103,2,no,no,no,yes,yes,no,2,semi-furnished,210044
6,6,2898,1,no,no,no,no,yes,yes,3,furnished,596009
5,6,2656,3,yes,no,no,no,no,no,3,semi-furnished,517247
1,2,862,2,yes,yes,no,no,yes,no,2,furnished,225233
5,6,2738,1,yes,no,yes,no,yes,no,2,unfurnished,499489
3,4,1904,3,yes,no,no,no,yes,yes,1,furnished,422585
4,5,2283,3,no,no,yes,no,yes,yes,1,unfurnished,423048
3,4,1608,3,no,no,yes,yes,yes,yes,3,semi-furnished,350070
3,5,1484,3,yes,yes,yes,yes,no,yes,0,unfurnished,328340
3,4,1577,1,yes,yes,yes,no,yes,no,0,furnished,337113
3,3,1739,1,yes,yes,no,no,yes,yes,1,furnished,363170
2,3,1409,2,yes,no,yes,no,no,no,2,unfurnished,292637
1,1,500,1,no,yes,yes,no,yes,yes,2,semi-furnished,185059
2,2,1298,2,no,no,no,no,no,yes,1,furnished,298367
4,5,2131,3,yes,no,yes,no,yes,no,3,furnished,448162
2,4,1244,3,yes,yes,yes,no,yes,yes,3,furnished,306574
3,5,1958,2,yes,yes,yes,no,no,no,1,semi-furnished,359393
5,5,2584,3,yes,no,yes,no,no,yes,1,furnished,557079
1,2,1162,3,no,no,yes,no,yes,no,2,furnished,188131
3,3,1656,2,yes,yes,yes,no,yes,yes,2,furnished,376601
3,5,1887,1,yes,yes,no,no,no,no,1,semi-furnished,384553
4,6,2427,1,yes,no,yes,no,yes,yes,1,furnished,538574
2,3,1562,2,no,yes,yes,no,yes,yes,1,unfurnished,286258
3,4,1481,1,yes,no,no,no,no,no,1,furnished,307260
4,5,2049,1,no,yes,no,yes,yes,no,1,unfurnished,383224
5,6,2430,1,no,no,no,no,no,yes,2,semi-furnished,485535
3,2,1797,2,no,no,no,no,no,yes,2,furnished,347723
3,3,1837,3,yes,no,yes,no,yes,yes,2,furnished,405218
3,4,1532,1,yes,no,no,no,no,yes,1,semi-furnished,299311
4,5,2113,3,yes,no,yes,yes,yes,no,2,semi-furnished,402361
3,3,1296,2,yes,yes,yes,yes,yes,yes,0,semi-furnished,297501
1,3,1188,1,yes,yes,no,no,yes,yes,1,furnished,258075
5,5,2397,3,yes,no,no,yes,no,no,2,unfurnished,415427
3,4,1711,2,yes,no,no,no,no,yes,2,unfurnished,340241
3,4,1638,2,no,no,no,no,yes,no,1,semi-furnished,317904
2,3,1529,3,yes,no,yes,no,yes,no,2,semi-furnished,317868
3,4,1132,1,yes,no,no,yes,no,yes,3,semi-furnished,258520
3,3,1696,2,yes,no,no,no,yes,no,2,furnished,313976
3,3,1678,1,yes,no,no,no,yes,yes,2,furnished,372010
2,3,1209,3,no,no,no,yes,yes,yes,3,semi-furnished,251401
3,4,2045,2,yes,no,no,no,no,yes,2,unfurnished,349586
6,6,2722,2,no,no,yes,no,no,yes,2,furnished,563244
1,2,1054,1,yes,no,no,no,no,yes,0,semi-furnished,191347
5,5,2571,2,yes,yes,yes,no,yes,yes,1,unfurnished,520066
3,4,1952,3,yes,no,yes,no,no,no,2,furnished,401867
4,5,1966,2,yes,yes,no,no,yes,no,2,furnished,413961
4,4,1953,2,yes,no,yes,no,no,no,1,unfurnished,376398
3,2,1919,2,yes,yes,no,no,yes,yes,3,furnished,410878
4,5,2185,3,yes,yes,yes,no,yes,yes,1,furnished,454643
4,5,1791,2,yes,no,no,no,yes,yes,2,furnished,432904
3,4,1592,3,yes,no,yes,no,yes,yes,1,furnished,422115
2,3,1377,3,no,no,yes,yes,no,yes,1,unfurnished,217229
3,4,1867,2,yes,no,yes,no,no,no,2,semi-furnished,335477
4,6,1964,1,yes,no,no,no,yes,yes,1,semi-furnished,345893
4,5,1517,2,yes,yes,yes,no,no,yes,0,semi-furnished,352385
4,4,2204,3,no,no,no,no,yes,yes,2,unfurnished,421287
3,3,1455,1,no,no,yes,no,no,yes,2,furnished,330550
4,4,1696,2,yes,no,yes,no,no,yes,2,furnished,433237
2,3,733,3,yes,no,yes,no,no,yes,3,unfurnished,225571
3,3,1862,2,yes,no,no,no,yes,no,0,unfurnished,351482
1,3,925,2,no,no,no,no,yes,yes,2,furnished,241704
2,3,1254,1,no,no,no,no,no,no,2,furnished,244343
3,4,1977,1,no,no,yes,no,yes,yes,3,semi-furnished,385886
3,3,1827,3,yes,no,no,no,no,yes,3,furnished,377352
3,2,2023,1,yes,no,no,no,no,no,2,semi-furnished,340584
3,2,1421,1,no,yes,yes,no,yes,yes,2,furnished,330734
3,3,1693,3,yes,no,no,no,no,yes,0,furnished,357285
2,1,976,2,yes,no,no,no,no,no,1,semi-furnished,215971
3,4,1654,4,yes,yes,yes,no,yes,yes,2,unfurnished,348876
2,3,1250,4,no,no,yes,yes,yes,yes,2,semi-furnished,263808
1,2,1025,1,yes,no,yes,no,no,no,2,furnished,202257
3,4,1709,1,yes,no,no,yes,yes,no,2,unfurnished,328182
3,3,1824,3,yes,no,yes,no,yes,yes,1,semi-furnished,339311
3,4,1840,2,yes,no,yes,no,no,yes,2,furnished,403996
3,4,2130,1,yes,yes,yes,no,yes,no,0,furnished,455040
3,3,1636,3,yes,no,yes,no,no,yes,0,furnished,370769
4,5,1911,1,yes,no,yes,yes,yes,yes,0,semi-furnished,396793
3,3,1749,3,yes,no,no,no,yes,yes,2,semi-furnished,349855
3,4,1539,1,no,yes,yes,no,no,no,0,furnished,309090
1,3,1196,1,no,yes,no,no,yes,yes,2,furnished,242205
2,1,1243,1,yes,no,yes,no,no,no,1,furnished,248130
3,4,1586,4,no,no,no,no,no,yes,1,semi-furnished,328111
3,4,1605,2,yes,no,no,no,no,yes,3,furnished,386503
3,5,1843,3,yes,no,yes,no,yes,no,2,furnished,413735
3,3,1668,2,yes,no,no,no,yes,no,1,unfurnished,326215
3,4,1571,2,yes,no,no,no,no,yes,1,semi-furnished,352899
4,3,2433,1,yes,no,no,no,yes,yes,3,furnished,505759
4,4,1928,2,yes,yes,no,no,yes,no,1,semi-furnished,403927
4,3,2107,2,yes,no,no,yes,yes,no,2,furnished,411251
5,6,2630,2,yes,no,no,no,yes,yes,1,unfurnished,460616
1,2,573,1,yes,no,no,yes,no,yes,1,unfurnished,148119
2,3,1396,3,yes,no,no,yes,no,no,1,semi-furnished,240421
1,3,688,1,yes,no,no,no,no,no,2,unfurnished,140752
3,2,1864,4,yes,no,no,yes,yes,no,2,furnished,398005
4,4,1907,1,yes,no,no,no,no,yes,1,unfurnished,384107
2,1,1438,2,yes,no,no,yes,yes,yes,2,furnished,298009
5,5,2721,2,yes,no,yes,no,yes,no,2,furnished,548799
1,1,1072,2,yes,no,no,yes,yes,yes,3,unfurnished,216049
5,5,2550,2,no,no,yes,yes,no,yes,0,semi-furnished,462579
3,3,1653,2,no,no,no,no,no,yes,1,unfurnished,293894
2,2,1184,2,no,no,yes,no,no,yes,2,furnished,270181
3,3,1994,3,yes,yes,yes,no,no,yes,0,semi-furnished,386134
2,2,1160,2,yes,no,no,no,no,no,0,furnished,237750
2,4,1092,3,no,no,yes,no,yes,no,2,semi-furnished,230101
2,3,1433,1,yes,no,no,yes,no,yes,1,furnished,289014
4,6,1940,2,yes,yes,no,no,yes,yes,1,furnished,437927
3,3,1509,2,yes,no,yes,yes,yes,yes,1,furnished,324190
2,2,1011,2,yes,yes,yes,no,yes,no,2,unfurnished,229156
3,4,1603,2,no,no,no,yes,yes,yes,1,furnished,371357
4,4,2083,2,yes,no,yes,no,yes,no,2,unfurnished,404886
2,2,1348,1,yes,no,no,no,yes,yes,2,furnished,285424
3,3,1890,1,yes,yes,no,no,yes,yes,2,furnished,384899
2,2,1405,1,yes,yes,yes,no,no,no,1,furnished,307676
2,2,1261,2,yes,yes,yes,no,no,yes,1,unfurnished,270098
3,3,1660,2,yes,yes,no,no,yes,yes,2,furnished,379478
2,3,1402,4,yes,no,no,no,yes,yes,1,furnished,353712
3,2,1954,3,yes,no,yes,no,yes,yes,3,unfurnished,366951
4,4,2125,1,yes,no,yes,no,yes,yes,1,furnished,453712
2,3,1206,3,yes,no,no,no,yes,yes,2,unfurnished,245723
3,3,1501,3,yes,yes,no,no,no,no,1,furnished,298970
2,2,1010,2,yes,yes,yes,no,yes,no,2,semi-furnished,246536
5,6,2633,2,yes,yes,no,no,yes,no,1,furnished,546394
3,3,1815,4,no,no,no,no,yes,yes,1,semi-furnished,358588
4,3,2215,2,no,no,no,no,yes,no,2,unfurnished,411637
3,3,1674,3,yes,yes,no,no,yes,yes,2,unfurnished,325064
1,1,1181,1,yes,yes,no,no,yes,yes,2,semi-furnished,181845
3,4,1603,1,yes,no,no,no,no,yes,2,unfurnished,318981
5,6,2691,2,yes,no,no,no,yes,no,2,furnished,556395
3,3,1692,2,yes,no,no,no,yes,yes,1,furnished,349946
4,5,1978,3,no,no,no,no,yes,no,0,semi-furnished,383173
4,5,2218,4,yes,yes,no,yes,yes,yes,2,semi-furnished,474739
2,2,1381,2,no,no,yes,no,yes,yes,0,furnished,272845
2,3,1371,1,yes,no,yes,yes,yes,yes,2,semi-furnished,286419
3,3,1716,3,yes,no,no,no,yes,no,0,furnished,380193
3,3,1692,2,yes,no,yes,no,yes,yes,1,unfurnished,314607
4,3,2577,1,yes,no,no,no,yes,no,0,unfurnished,414573
5,5,2736,2,yes,yes,yes,no,yes,no,2,semi-furnished,470747
3,3,1844,3,yes,no,no,yes,yes,no,2,furnished,353635
2,3,1322,3,yes,yes,yes,yes,yes,yes,0,semi-furnished,297822
4,3,2301,2,yes,yes,no,no,yes,no,1,unfurnished,422679
2,2,1403,2,yes,no,no,no,yes,no,3,furnished,265273
4,4,2105,4,yes,yes,yes,no,yes,yes,1,semi-furnished,442071
3,4,1639,2,yes,no,no,no,yes,no,2,unfurnished,301165
3,4,1683,2,yes,no,yes,no,yes,yes,3,furnished,416915
1,2,500,1,yes,yes,yes,no,yes,yes,3,furnished,160793
3,4,1742,3,yes,no,yes,no,yes,yes,2,furnished,414597
3,4,1602,1,yes,no,yes,no,no,yes,1,semi-furnished,318978
3,3,2018,1,yes,no,no,no,no,yes,3,unfurnished,360620
2,3,1303,2,yes,no,yes,no,no,yes,2,semi-furnished,282106
4,5,1862,1,yes,no,no,no,no,no,2,furnished,395670
4,6,2090,2,yes,no,yes,no,no,no,0,semi-furnished,419896
2,3,1090,1,no,no,no,no,no,no,3,semi-furnished,215913
1,1,994,2,yes,no,yes,no,yes,yes,2,semi-furnished,211837
1,1,958,1,yes,no,no,no,yes,no,2,furnished,186025
3,3,1891,1,no,no,no,no,yes,yes,0,semi-furnished,338517
3,4,1541,1,yes,yes,no,no,yes,no,1,semi-furnished,314106
3,3,1706,3,no,no,yes,no,no,yes,3,furnished,360545
2,2,1026,3,yes,no,no,no,yes,yes,2,semi-furnished,228336
3,4,1840,1,yes,no,yes,no,no,no,1,unfurnished,308696
3,3,1803,3,no,no,yes,no,yes,yes,2,furnished,392917
3,4,1799,2,yes,yes,no,no,yes,yes,0,unfurnished,329033
6,6,2900,4,yes,yes,no,no,yes,no,1,furnished,629515
2,2,1382,2,yes,yes,no,yes,yes,yes,1,unfurnished,281294
3,3,2020,2,yes,yes,no,no,yes,yes,1,furnished,400605
3,4,1642,1,yes,no,yes,no,no,yes,1,furnished,369149
3,3,1727,2,yes,no,yes,no,no,yes,1,semi-furnished,357422
4,4,1882,4,yes,no,yes,no,no,yes,0,semi-furnished,390075
3,5,1526,2,yes,yes,no,no,yes,no,2,unfurnished,296555
6,6,2919,1,yes,no,no,yes,no,yes,3,semi-furnished,541245
2,3,1520,1,yes,no,yes,no,yes,no,2,semi-furnished,309405
2,3,1248,3,yes,no,no,yes,yes,yes,1,unfurnished,274814
4,4,2052,2,no,no,no,no,no,yes,0,semi-furnished,377243
3,4,1618,2,yes,yes,no,no,yes,no,2,furnished,376606
2,2,1193,4,yes,no,no,no,yes,no,3,furnished,215729
1,2,958,1,yes,no,no,yes,yes,no,1,furnished,226605
1,1,600,2,yes,yes,no,no,no,no,1,unfurnished,124861
4,5,2356,3,yes,yes,yes,no,yes,yes,2,furnished,529213
2,2,1166,2,no,yes,yes,no,yes,yes,2,furnished,276397
2,3,1444,1,yes,yes,yes,no,yes,no,1,furnished,341036
2,2,1046,2,no,no,no,no,no,yes,2,semi-furnished,195631
3,3,1833,3,yes,no,no,no,no,yes,2,furnished,419293
1,1,1034,1,yes,yes,no,no,yes,yes,3,furnished,243767
3,3,1776,3,yes,no,yes,no,yes,no,0,semi-furnished,352779
1,2,701,3,yes,no,no,no,yes,yes,3,unfurnished,168535
4,4,2149,1,yes,yes,no,no,yes,yes,1,furnished,431397
2,4,1063,3,yes,yes,no,no,no,yes,2,semi-furnished,278548
3,5,1649,2,yes,yes,no,yes,yes,no,2,furnished,384440
4,5,2305,2,no,no,no,no,yes,yes,1,unfurnished,438832
3,3,1859,3,no,yes,yes,yes,no,yes,2,furnished,404466
3,3,1703,4,yes,no,yes,no,yes,no,1,unfurnished,316975
2,3,1105,1,yes,no,yes,no,no,no,0,unfurnished,241361
2,2,1429,2,yes,no,no,no,no,no,1,unfurnished,280717
3,2,1703,2,yes,yes,yes,no,no,no,2,furnished,362850
