Neighborhood,Bedrooms,Bathrooms,Square_Feet,Year_Built,Age,Property_Type,Garage_Spaces,Has_Pool,Has_Fireplace,Has_AC,Lot_Size,Distance_to_School,Distance_to_Shopping,Distance_to_Highway,Price
Riverside,3,2,1426,1963.0,61,Condo,1,1,0,1,4340.0,0.1,10.1,3.0,240219
Downtown,3,4,1557,2020.0,4,Townhouse,2,0,0,1,10247.0,0.8,1.0,2.5,420512
Downtown,2,3,785,2000.0,24,Condo,2,1,1,1,5415.0,0.3,1.2,1.2,279948
Downtown,2,2,1238,2014.0,10,Condo,2,1,0,0,12072.0,0.4,0.7,3.9,383953
Industrial,3,3,1593,2001.0,23,Duplex,1,0,0,0,6740.0,3.3,0.5,3.2,217114
Hillside,1,1,930,,45,Townhouse,0,0,1,0,9006.0,5.2,5.1,0.5,145276
Industrial,2,3,1308,2006.0,18,Single Family,0,0,0,0,6301.0,4.5,2.8,10.0,164737
Suburban,3,5,1951,1979.0,45,Single Family,2,0,0,0,2000.0,0.3,0.8,2.4,260495
Riverside,4,4,2618,1991.0,33,Townhouse,2,1,1,1,2997.0,3.5,2.4,2.2,441363
Hillside,6,6,3127,1960.0,64,Single Family,1,0,1,0,2305.0,0.2,6.8,5.7,529802
Hillside,5,6,2409,1976.0,48,Single Family,0,0,1,1,8761.0,1.1,0.2,3.1,462047
Hillside,3,5,1601,1973.0,51,Single Family,1,1,0,1,7914.0,1.5,0.6,0.2,340416
University,3,3,1873,1988.0,36,Condo,0,1,0,0,9784.0,0.9,0.4,2.1,296774
Hillside,3,2,1363,2021.0,3,Condo,1,0,0,1,5962.0,4.5,4.1,4.6,254582
Industrial,4,3,2036,1967.0,57,Townhouse,1,1,0,0,2000.0,0.6,0.4,3.6,254757
Hillside,2,3,1252,1994.0,30,Single Family,1,0,1,1,,1.1,0.7,10.6,236024
Uptown,3,3,1816,1961.0,63,Townhouse,1,0,0,1,10969.0,0.1,1.6,0.1,336515
Riverside,4,3,2222,1998.0,26,Townhouse,1,0,0,0,9121.0,2.9,1.9,0.9,368719
Hillside,3,4,1551,1980.0,44,Single Family,2,0,1,1,,0.8,3.3,2.4,325757
Riverside,3,2,1617,1971.0,53,Single Family,1,0,1,0,7695.0,1.8,1.0,2.9,287574
Uptown,3,4,1789,1993.0,31,Single Family,1,0,1,1,8795.0,1.7,1.5,1.0,363170
Uptown,2,2,1140,2013.0,11,Single Family,0,0,1,1,5889.0,1.7,6.7,5.3,192824
Riverside,3,2,1941,1974.0,50,Townhouse,1,0,0,0,4787.0,1.1,0.7,0.5,290324
Downtown,2,3,1421,2000.0,24,Single Family,0,0,1,1,3269.0,0.5,0.6,0.0,279609
Suburban,1,1,934,1956.0,68,Duplex,0,0,0,0,5741.0,1.5,2.5,9.1,77308
University,1,3,978,1955.0,69,Single Family,2,0,0,0,15985.0,4.9,2.9,1.5,132765
Downtown,4,5,2006,1973.0,51,Single Family,2,0,1,0,3439.0,2.7,1.1,9.5,406202
Downtown,2,2,1174,1968.0,56,Single Family,2,1,1,1,5187.0,0.2,0.5,1.0,287260
Industrial,3,4,1615,1958.0,66,Single Family,2,1,1,1,8339.0,0.0,3.0,0.2,221715
University,2,2,1399,1985.0,39,Single Family,0,0,1,1,15192.0,1.0,2.2,4.4,227193
University,5,6,2540,1989.0,35,Single Family,3,0,1,1,4850.0,2.2,4.2,5.4,373576
Downtown,2,2,1215,1973.0,51,Single Family,0,1,0,0,6114.0,0.6,3.7,2.0,264314
Hillside,3,4,1849,1997.0,27,Single Family,2,1,1,1,10014.0,1.8,0.5,0.2,421995
Industrial,4,3,2065,2012.0,12,Townhouse,0,0,1,1,9844.0,4.0,3.6,3.2,293586
Industrial,4,4,1961,2018.0,6,Single Family,2,0,1,1,5916.0,0.9,0.4,0.6,310182
Uptown,2,3,1350,2002.0,22,Single Family,2,0,0,1,5498.0,0.4,4.0,5.7,229990
University,4,5,1897,2003.0,21,Townhouse,0,0,0,1,9343.0,3.7,2.9,1.0,320171
Downtown,3,3,1362,1991.0,33,Single Family,2,0,1,0,7088.0,1.0,1.7,5.6,324457
Uptown,3,3,1698,1994.0,30,Condo,0,0,0,0,8862.0,0.8,2.1,1.7,322855
Riverside,2,3,1168,1963.0,61,Condo,2,0,0,1,7491.0,0.7,0.2,2.7,224820
Suburban,1,3,849,1978.0,46,Single Family,2,1,0,1,9053.0,0.8,0.1,4.7,192573
Industrial,4,3,1906,1955.0,69,Condo,1,0,0,1,9364.0,1.7,0.8,0.1,229865
Riverside,3,3,1941,1956.0,68,Townhouse,1,0,1,1,2156.0,0.9,3.4,5.2,232959
Riverside,3,3,1567,1986.0,38,Condo,0,1,0,0,6610.0,0.6,1.3,0.4,298932
Hillside,4,5,2013,2002.0,22,Townhouse,2,0,1,1,,2.0,0.5,1.3,417259
Suburban,4,3,2175,1967.0,57,Single Family,1,0,0,1,10431.0,0.3,3.6,1.9,296112
Riverside,2,2,1024,1987.0,37,Condo,2,0,0,1,7004.0,0.3,0.5,6.8,202894
Riverside,3,4,1409,2008.0,16,Single Family,3,0,0,1,2466.0,1.8,3.4,0.1,306997
Suburban,2,1,1376,1950.0,74,Single Family,1,1,1,1,11747.0,3.0,1.2,2.5,215036
Suburban,4,4,2011,2017.0,7,Single Family,3,0,0,1,10566.0,0.4,1.2,3.1,397515
Riverside,3,3,1519,1993.0,31,Single Family,2,0,1,1,8316.0,0.3,0.6,1.1,336830
Suburban,5,5,2620,1996.0,28,Single Family,1,1,1,1,6606.0,1.7,4.6,1.0,465747
Riverside,1,1,737,1984.0,40,Townhouse,1,0,1,0,9800.0,1.5,0.2,2.0,127843
Riverside,1,2,845,2009.0,15,Condo,2,0,1,1,6635.0,0.9,0.3,0.6,142443
Hillside,2,2,1120,2001.0,23,Single Family,1,0,0,0,10628.0,0.2,2.0,1.9,257782
Downtown,2,3,1360,1957.0,67,Duplex,0,0,0,1,13390.0,0.1,3.8,4.3,284783
Riverside,2,3,1566,1990.0,34,Condo,0,1,0,0,6537.0,2.3,0.2,5.6,297954
Uptown,5,6,2127,1952.0,72,Single Family,2,0,0,1,10341.0,0.9,2.6,1.5,389122
Industrial,2,2,1322,2018.0,6,Single Family,2,0,1,1,6034.0,2.9,2.7,2.9,225889
University,2,2,1471,1963.0,61,Condo,2,0,1,0,11082.0,1.3,1.7,0.0,188292
Downtown,4,4,2015,1975.0,49,Townhouse,0,0,0,0,7260.0,1.4,1.3,2.4,429876
Downtown,3,3,1473,2019.0,5,Townhouse,2,0,0,1,12343.0,4.1,0.8,11.1,349833
Downtown,4,4,2184,2007.0,17,Townhouse,3,1,1,1,7166.0,0.3,0.9,1.1,534522
Hillside,1,2,1100,1989.0,35,Single Family,0,0,0,0,5306.0,1.2,2.2,2.7,156104
Riverside,3,2,1878,2000.0,24,Single Family,0,0,1,0,6996.0,0.1,0.1,4.3,310587
Hillside,1,1,973,1954.0,70,Single Family,2,0,0,1,7330.0,0.7,1.8,2.8,114832
Riverside,1,1,919,1981.0,43,Single Family,2,0,0,1,8709.0,0.2,0.7,1.6,192455
Hillside,5,6,2320,1950.0,74,Townhouse,2,0,1,0,7013.0,0.3,1.3,0.5,426797
Hillside,2,2,1473,2003.0,21,Condo,3,0,0,1,8736.0,4.1,1.6,1.9,330406
Industrial,3,4,1861,1960.0,64,Single Family,2,0,1,1,8789.0,1.4,4.3,1.0,249755
Uptown,3,3,1472,2002.0,22,Duplex,1,1,1,0,6717.0,3.3,1.7,3.6,297122
Hillside,2,3,1372,1957.0,67,Single Family,2,0,1,1,8985.0,0.9,0.5,1.7,240237
Industrial,4,5,2230,,50,Townhouse,2,0,1,0,6241.0,1.4,0.2,5.7,275603
Suburban,1,1,1076,1989.0,35,Townhouse,3,0,0,0,13999.0,0.0,2.0,0.6,178446
Uptown,3,3,1685,1981.0,43,Duplex,1,0,1,0,8897.0,1.0,1.6,1.6,359592
Hillside,5,5,2328,1977.0,47,Townhouse,2,0,1,1,9836.0,1.2,2.2,2.4,489071
University,3,3,1599,1952.0,72,Single Family,2,0,1,1,7413.0,0.0,1.2,0.4,264251
Downtown,5,6,2298,2011.0,13,Duplex,1,1,1,1,5838.0,2.3,3.5,2.7,569519
Suburban,1,2,889,1976.0,48,Townhouse,1,0,1,0,10508.0,0.5,5.1,1.0,151267
Suburban,3,4,1650,1994.0,30,Single Family,2,1,0,0,8989.0,0.9,0.1,0.8,314241
Industrial,2,3,1729,1974.0,50,Townhouse,1,0,1,1,2000.0,1.2,2.7,0.5,174255
Suburban,4,4,2278,2010.0,14,Condo,2,0,1,0,13776.0,7.3,0.1,1.3,431188
Uptown,6,6,3093,1993.0,31,Single Family,2,0,1,1,10213.0,0.2,1.2,7.9,695934
Hillside,2,3,1394,1995.0,29,Single Family,1,0,0,1,6856.0,1.2,1.2,0.1,285519
Hillside,3,3,1626,1963.0,61,Condo,3,0,1,1,9816.0,1.1,2.4,5.7,325878
University,2,3,1244,1957.0,67,Townhouse,2,0,0,0,9264.0,0.1,0.9,1.5,168584
Downtown,3,3,1663,1997.0,27,Single Family,1,0,0,1,9485.0,1.5,3.4,2.5,391758
Industrial,3,2,1737,1963.0,61,Single Family,1,0,1,0,5388.0,0.5,0.8,2.2,216903
Downtown,5,6,2577,2014.0,10,Single Family,3,0,1,1,8213.0,0.2,0.8,7.8,611550
Suburban,3,3,1700,1956.0,68,Townhouse,1,0,0,1,8906.0,0.3,0.5,4.4,254056
University,2,4,1241,1998.0,26,Condo,1,0,1,1,11695.0,2.6,2.3,12.6,203794
Downtown,2,4,1181,2004.0,20,Single Family,1,0,0,1,8307.0,0.2,0.2,4.7,287622
Uptown,2,3,1021,1962.0,62,Single Family,1,0,0,1,9293.0,0.9,0.9,1.1,219158
Hillside,2,3,1556,2022.0,2,Single Family,1,0,0,0,5269.0,0.3,0.6,9.9,293765
Suburban,2,3,1741,2005.0,19,Townhouse,3,0,1,0,8201.0,0.3,0.5,12.3,303243
University,4,5,2339,2005.0,19,Single Family,2,1,0,1,10601.0,0.3,0.1,0.4,417183
Downtown,3,3,1448,1964.0,60,Single Family,1,1,0,1,5947.0,1.0,0.4,6.9,305511
Industrial,3,3,1857,2006.0,18,Single Family,1,0,1,1,6835.0,0.4,1.2,3.3,224844
Uptown,2,3,1504,2007.0,17,Townhouse,2,1,0,1,5108.0,0.2,1.4,7.7,321697
Uptown,4,4,2019,1984.0,40,Single Family,0,0,1,0,3933.0,2.4,0.6,7.4,380947
Downtown,4,4,2197,1965.0,59,Single Family,2,1,1,1,5417.0,1.2,2.1,6.7,474937
Hillside,1,1,808,1957.0,67,Condo,2,0,1,1,9686.0,0.3,0.8,6.5,95129
Downtown,4,5,2405,1994.0,30,Single Family,2,0,0,0,7261.0,1.0,0.9,0.4,537528
Suburban,3,4,1773,1989.0,35,Single Family,1,0,0,1,5427.0,0.1,3.1,0.5,273936
Downtown,1,1,716,2003.0,21,Condo,1,0,1,1,14537.0,1.3,1.6,0.4,236144
Uptown,3,5,1833,1963.0,61,Single Family,0,0,0,1,5894.0,0.6,6.1,0.3,336010
University,3,4,1911,2008.0,16,Single Family,1,1,0,1,9873.0,0.2,0.9,1.3,343042
Downtown,2,3,1339,,22,Single Family,1,0,0,1,8998.0,0.3,3.5,3.5,348208
Hillside,5,6,2595,1976.0,48,Townhouse,3,0,0,1,8744.0,0.6,2.7,1.3,529039
University,4,5,2086,1996.0,28,Single Family,2,0,1,1,2507.0,2.5,4.4,3.8,292952
Industrial,3,2,1473,1955.0,69,Condo,3,1,1,1,11810.0,0.3,6.3,5.1,199043
Riverside,3,4,1669,2004.0,20,Single Family,2,1,0,0,8958.0,0.2,0.0,3.3,365426
Downtown,3,2,1804,1993.0,31,Single Family,0,0,0,0,10756.0,1.1,0.2,1.9,377796
Hillside,3,4,1674,1967.0,57,Townhouse,2,1,1,0,11416.0,1.2,2.2,1.1,367274
University,3,5,1860,1965.0,59,Duplex,0,1,0,1,13141.0,0.1,1.0,0.4,284934
Hillside,1,1,821,1961.0,63,Single Family,1,0,1,1,5004.0,0.5,3.4,2.0,134027
Industrial,3,3,1634,1969.0,55,Condo,2,1,0,0,5843.0,0.5,0.0,3.8,215030
Uptown,4,5,2266,1994.0,30,Single Family,2,0,1,0,6253.0,0.3,3.3,2.4,486594
Hillside,3,3,1744,2013.0,11,Single Family,2,0,1,1,5401.0,0.6,0.3,3.8,335083
University,1,2,817,2008.0,16,Single Family,0,0,0,1,11965.0,0.1,0.7,1.2,133711
Hillside,4,4,2306,1971.0,53,Townhouse,0,0,0,1,4990.0,1.6,7.0,0.2,400250
Hillside,2,2,1162,1996.0,28,Single Family,0,0,0,1,6862.0,6.7,0.1,4.4,188591
Hillside,2,4,1154,1978.0,46,Single Family,0,0,1,1,3105.0,1.5,0.9,0.7,183533
Suburban,2,3,734,1994.0,30,Single Family,0,1,0,1,10196.0,0.7,0.2,2.9,211098
Suburban,2,3,1189,1958.0,66,Single Family,2,1,1,1,7617.0,1.7,3.8,4.9,182982
Uptown,4,4,2361,1973.0,51,Condo,2,0,0,0,10649.0,1.3,2.4,0.4,455583
Downtown,3,4,1285,1964.0,60,Duplex,1,0,1,1,10103.0,2.8,3.2,2.7,283176
Hillside,2,3,1109,1985.0,39,Townhouse,2,0,1,0,3075.0,1.5,1.5,3.5,212946
Industrial,4,5,2187,1962.0,62,Single Family,1,0,0,0,8554.0,1.5,0.9,4.1,272688
Downtown,4,5,1651,1993.0,31,Single Family,3,1,0,1,4727.0,0.4,0.0,0.5,453090
Industrial,4,5,1997,2020.0,4,Townhouse,1,0,0,1,8423.0,0.8,0.7,5.2,277275
Downtown,2,2,1528,2021.0,3,Duplex,2,1,1,1,6241.0,0.6,1.4,0.3,396968
Uptown,3,3,2108,1985.0,39,Single Family,3,1,0,1,13500.0,0.0,2.2,2.2,469765
Hillside,6,6,2958,2010.0,14,Condo,2,0,0,1,15990.0,0.6,0.5,1.8,640528
Hillside,4,4,1914,1989.0,35,Duplex,0,0,1,0,7265.0,1.0,0.3,0.8,355595
Riverside,1,2,707,1976.0,48,Condo,2,0,0,0,8296.0,1.4,0.5,1.1,123407
Industrial,1,1,928,1950.0,74,Single Family,0,0,1,1,2000.0,4.1,0.9,0.5,50000
Downtown,3,4,1756,1983.0,41,Single Family,0,0,0,1,3067.0,0.4,0.3,1.7,367233
Downtown,5,6,2871,,7,Single Family,0,1,0,1,9158.0,0.2,0.3,0.1,712183
Suburban,3,3,1894,1970.0,54,Single Family,3,0,0,1,7902.0,3.1,0.1,6.6,272133
Riverside,3,2,1716,1982.0,42,Single Family,3,0,1,0,9263.0,4.3,3.9,0.5,297410
University,2,2,1232,1956.0,68,Single Family,1,0,0,0,5605.0,1.0,0.5,6.5,143398
University,3,4,2302,2014.0,10,Townhouse,2,0,1,1,8907.0,0.2,3.5,6.0,369408
Suburban,4,5,2225,1952.0,72,Single Family,3,0,0,1,2000.0,1.0,1.2,1.8,341672
Suburban,3,2,1566,2000.0,24,Single Family,1,1,0,1,6172.0,0.2,2.0,2.1,282912
Suburban,4,5,2055,2003.0,21,Townhouse,1,0,1,1,,3.2,0.2,1.1,382723
Industrial,5,5,2324,2023.0,1,Townhouse,1,0,0,1,13089.0,1.8,1.8,17.3,312707
Industrial,2,2,819,2008.0,16,Townhouse,2,0,0,0,7649.0,0.4,0.7,3.3,113071
Uptown,3,5,1762,1955.0,69,Single Family,1,0,0,1,9769.0,3.3,0.2,9.1,342467
Uptown,2,2,1656,1978.0,46,Townhouse,2,0,1,1,5991.0,1.5,4.8,1.6,264440
Suburban,4,4,1773,1966.0,58,Single Family,1,1,1,1,9330.0,4.6,1.9,6.4,278974
Riverside,3,2,1711,2009.0,15,Single Family,1,0,0,1,6518.0,5.9,0.6,1.8,318071
Downtown,3,2,1558,1971.0,53,Townhouse,1,0,0,1,13864.0,0.0,1.1,6.0,340430
Industrial,4,4,2204,1973.0,51,Single Family,0,1,1,1,7013.0,0.2,0.9,0.4,284175
Riverside,3,2,1665,2000.0,24,Single Family,1,0,1,0,7490.0,1.2,2.4,3.0,274970
Hillside,5,6,2227,1999.0,25,Single Family,0,0,0,0,10322.0,4.7,1.9,3.4,428753
Industrial,3,3,1503,1960.0,64,Single Family,2,0,1,1,9507.0,7.7,0.0,3.2,169300
Industrial,2,3,1133,2005.0,19,Single Family,1,0,0,1,6903.0,1.3,0.4,1.8,163124
Uptown,3,3,1968,2020.0,4,Condo,2,0,0,0,9229.0,0.3,1.3,3.5,446726
Downtown,4,4,2358,1991.0,33,Single Family,3,1,0,0,4835.0,0.3,1.2,0.8,521333
Downtown,2,3,1237,1988.0,36,Duplex,2,1,0,1,8678.0,2.2,1.5,2.7,306241
University,4,6,2345,2018.0,6,Single Family,3,0,0,1,9647.0,1.3,2.5,2.4,389208
University,5,4,2465,1997.0,27,Single Family,2,0,1,0,,1.2,2.3,1.1,330343
University,2,3,1234,2006.0,18,Single Family,0,1,0,1,6890.0,0.9,0.9,4.5,204662
University,6,6,2911,1970.0,54,Single Family,3,0,0,1,6111.0,1.9,4.2,0.3,433713
Hillside,2,3,1356,1969.0,55,Townhouse,2,0,0,1,3692.0,2.9,0.1,0.6,216587
Hillside,2,3,1188,1964.0,60,Single Family,2,0,1,0,9245.0,0.5,1.8,1.9,239369
Industrial,2,1,1304,2018.0,6,Single Family,2,0,1,1,6574.0,0.4,6.0,6.7,197368
Suburban,4,3,2257,2000.0,24,Townhouse,2,0,0,1,9669.0,1.7,1.6,2.6,350535
Uptown,3,4,1725,2011.0,13,Single Family,0,0,0,0,7452.0,3.7,1.2,5.5,337860
Uptown,2,2,1308,1986.0,38,Condo,2,0,0,1,9844.0,0.6,0.3,2.2,290409
University,3,5,1798,1955.0,69,Townhouse,0,0,0,0,2859.0,0.5,3.3,4.6,210851
Industrial,3,3,1833,2020.0,4,Single Family,1,0,0,1,4561.0,0.4,0.9,1.2,247013
Riverside,1,1,887,1975.0,49,Single Family,2,0,0,1,5474.0,0.4,2.4,5.1,144545
Suburban,4,5,2005,1957.0,67,Single Family,1,0,1,0,11591.0,0.2,0.4,1.5,325647
Industrial,4,4,2137,2022.0,2,Condo,0,1,0,0,9209.0,1.4,0.1,2.5,312644
Suburban,3,4,1381,1953.0,71,Single Family,2,1,0,1,7209.0,0.5,0.7,0.6,228299
Suburban,5,6,2457,1970.0,54,Single Family,2,0,0,0,6567.0,1.4,0.7,7.6,366874
Suburban,3,5,1205,1980.0,44,Single Family,2,0,1,1,9788.0,0.1,4.1,3.6,240820
Industrial,6,6,2564,1970.0,54,Single Family,2,0,0,1,6232.0,0.2,4.0,5.9,339453
University,3,4,1334,1974.0,50,Single Family,3,1,0,1,10206.0,1.2,1.5,0.7,226708
Uptown,3,4,1909,1964.0,60,Condo,0,0,1,1,7356.0,1.1,0.0,0.2,349377
Uptown,2,4,1302,1984.0,40,Single Family,2,0,0,1,11879.0,0.5,0.5,1.2,287507
University,4,4,1847,1998.0,26,Condo,0,0,0,0,5166.0,2.6,2.0,2.2,266432
Suburban,3,2,1798,1992.0,32,Condo,1,0,0,0,7616.0,0.3,0.2,4.9,310505
Riverside,2,2,1497,1990.0,34,Single Family,2,0,1,0,5243.0,0.7,2.4,1.5,252803
Downtown,1,1,1001,1986.0,38,Single Family,2,0,0,1,12884.0,1.2,0.0,0.9,237380
Industrial,3,4,1662,2006.0,18,Single Family,0,1,1,1,8062.0,3.0,2.3,1.4,295085
Downtown,3,4,1746,1991.0,33,Townhouse,1,0,0,1,4977.0,0.8,3.7,3.6,351245
University,4,5,2280,1996.0,28,Single Family,2,0,0,1,5293.0,0.8,1.3,1.2,354562
Riverside,4,3,2006,2010.0,14,Duplex,2,0,1,1,9542.0,1.3,3.5,11.6,386370
Industrial,1,2,905,1963.0,61,Townhouse,2,1,0,0,2544.0,0.6,3.0,0.6,108395
University,4,4,2048,2017.0,7,Single Family,1,0,0,0,7465.0,1.9,2.2,4.2,303475
Suburban,2,3,977,2002.0,22,Townhouse,2,0,0,1,5442.0,0.4,1.2,2.7,178441
Uptown,4,5,2283,1983.0,41,Single Family,0,0,1,1,7521.0,2.6,0.6,0.8,439192
Downtown,4,4,2511,1973.0,51,Condo,0,0,0,1,8303.0,0.5,3.9,4.2,471091
Hillside,3,3,1525,1969.0,55,Single Family,2,0,0,1,7704.0,7.4,2.1,1.8,217467
Hillside,4,3,2292,2018.0,6,Single Family,2,0,0,1,7201.0,0.6,3.2,3.4,461249
Riverside,2,3,1131,1979.0,45,Single Family,0,0,0,0,8496.0,3.2,1.6,3.3,177217
Suburban,3,5,1726,1956.0,68,Condo,0,0,0,1,13249.0,0.8,0.4,0.4,286547
Downtown,4,5,2401,1985.0,39,Single Family,2,0,0,1,11821.0,0.4,7.8,5.5,525296
Suburban,3,3,1595,1987.0,37,Duplex,1,0,0,0,6986.0,0.4,0.4,3.4,228619
Downtown,3,3,1697,2001.0,23,Single Family,1,0,1,1,10175.0,2.8,4.8,4.6,383428
Riverside,3,4,1339,1964.0,60,Single Family,1,0,0,1,10028.0,0.6,0.5,1.8,221492
Riverside,4,5,1967,1995.0,29,Single Family,0,0,0,1,6862.0,0.6,0.9,0.7,367410
Hillside,2,2,918,1972.0,52,Single Family,0,0,1,0,7904.0,0.3,1.2,1.2,199904
Suburban,2,1,1385,1961.0,63,Single Family,2,0,1,0,9612.0,4.9,5.1,7.0,164740
Industrial,4,5,2266,1993.0,31,Single Family,2,1,1,0,5808.0,0.4,4.4,8.3,289047
Hillside,4,4,2055,1964.0,60,Townhouse,2,0,0,0,7278.0,0.4,3.5,2.0,353752
Suburban,2,2,1357,1998.0,26,Single Family,2,0,1,1,7406.0,4.3,0.9,1.1,258319
Hillside,2,1,1234,1970.0,54,Single Family,2,0,1,1,7190.0,3.5,0.0,3.9,196349
Industrial,2,3,1448,1964.0,60,Single Family,3,0,0,1,7072.0,0.4,2.3,4.4,137275
Uptown,2,3,1325,1963.0,61,Townhouse,2,0,0,1,,3.0,1.1,5.1,203654
Uptown,3,5,1302,1991.0,33,Single Family,1,0,0,0,8079.0,0.4,2.8,0.1,289210
Uptown,4,5,2287,1964.0,60,Single Family,2,0,1,1,9918.0,0.1,3.2,0.0,473937
Uptown,3,4,1622,2012.0,12,Single Family,1,0,0,1,15560.0,2.6,1.2,1.3,414379
University,3,2,1445,2017.0,7,Townhouse,2,0,0,1,,2.2,2.8,0.5,256233
Downtown,3,4,1612,1976.0,48,Condo,2,0,0,0,8653.0,0.5,3.7,4.9,357170
University,4,4,1719,2002.0,22,Single Family,2,0,1,1,9525.0,0.1,5.3,2.3,299179
University,3,4,1450,2001.0,23,Single Family,2,0,0,1,11275.0,0.3,1.7,5.2,206856
University,5,5,2528,2012.0,12,Condo,0,0,1,1,9303.0,2.2,3.0,0.6,433737
Uptown,3,3,1745,2022.0,2,Duplex,0,0,1,0,4721.0,5.0,1.4,3.0,319727
Industrial,2,1,1361,2002.0,22,Townhouse,1,0,0,1,6012.0,0.4,0.1,2.6,217593
Riverside,3,3,1700,2006.0,18,Duplex,0,0,0,1,8439.0,2.6,0.3,1.2,307481
Riverside,2,1,1161,2001.0,23,Townhouse,1,0,0,0,5927.0,0.4,0.3,2.2,189445
Downtown,3,3,1689,1992.0,32,Townhouse,1,0,1,1,3570.0,1.7,0.4,2.7,338989
Uptown,1,3,812,1956.0,68,Single Family,1,0,1,0,5580.0,0.1,0.0,6.6,124440
Uptown,2,2,974,1991.0,33,Single Family,3,0,1,1,5597.0,1.3,3.9,0.2,183662
Uptown,4,5,1945,1953.0,71,Single Family,1,0,0,1,4971.0,0.5,1.6,5.2,329111
Hillside,2,3,1477,2018.0,6,Condo,1,1,0,0,15580.0,3.9,1.0,11.8,376401
Suburban,4,6,2417,,70,Condo,0,1,0,1,8945.0,0.5,1.1,3.9,421989
Hillside,2,3,1430,1990.0,34,Townhouse,2,0,0,0,8346.0,0.8,1.2,4.0,248937
Suburban,3,4,2008,1953.0,71,Single Family,0,1,1,1,10758.0,2.8,0.2,0.7,336110
Uptown,3,3,1717,1951.0,73,Single Family,2,0,0,1,13394.0,0.9,0.6,2.2,324242
Uptown,3,3,2048,2016.0,8,Single Family,0,0,0,1,9160.0,0.4,3.8,3.7,426584
Hillside,2,2,1710,1970.0,54,Single Family,2,1,0,1,11052.0,1.2,2.7,2.8,306600
Hillside,2,3,953,2019.0,5,Townhouse,2,1,0,1,6493.0,2.7,1.7,1.5,272800
Suburban,1,2,944,1992.0,32,Condo,0,1,0,1,5281.0,0.9,1.3,8.4,152397
Riverside,2,2,1317,2018.0,6,Single Family,1,0,0,1,10727.0,0.2,0.6,2.2,273991
Suburban,3,3,1615,1958.0,66,Single Family,1,0,1,0,10670.0,0.7,1.3,10.5,247174
Hillside,5,6,2598,1977.0,47,Townhouse,2,0,0,0,10388.0,4.6,1.8,2.5,526007
Industrial,4,4,2108,1975.0,49,Single Family,1,0,1,1,8376.0,0.1,2.5,4.7,272727
Hillside,4,5,1952,1952.0,72,Condo,2,0,0,1,5661.0,0.8,0.4,4.1,349920
Industrial,4,5,2094,2022.0,2,Single Family,2,1,1,1,6558.0,1.6,3.4,3.2,331202
Downtown,3,4,1940,1998.0,26,Single Family,2,0,0,0,11465.0,0.1,0.8,0.0,456237
Hillside,2,3,1336,1966.0,58,Single Family,1,0,1,1,6227.0,0.6,1.4,0.2,255689
Downtown,5,6,2625,2012.0,12,Single Family,0,0,1,1,8558.0,4.2,1.9,2.6,623911
Riverside,3,3,1644,2004.0,20,Single Family,2,0,0,1,5687.0,0.0,1.3,7.3,281382
Suburban,3,4,1790,1972.0,52,Single Family,2,0,0,1,7426.0,2.1,1.7,2.8,290481
Industrial,2,3,1058,1983.0,41,Single Family,3,1,0,1,4758.0,2.8,0.2,0.8,189677
Suburban,3,3,1600,2018.0,6,Single Family,3,0,1,1,,0.5,1.1,1.2,312343
Downtown,3,2,1679,1964.0,60,Single Family,2,0,0,1,6567.0,0.4,0.7,2.9,337171
Industrial,4,4,1844,1996.0,28,Single Family,2,1,0,1,2880.0,3.7,0.2,2.7,202271
Suburban,3,3,1533,1952.0,72,Single Family,2,1,0,0,9964.0,2.2,0.4,9.4,229758
Hillside,3,4,1762,1977.0,47,Townhouse,1,1,1,1,9827.0,0.2,1.8,2.3,425019
Uptown,5,6,2525,1952.0,72,Condo,2,1,1,1,8168.0,0.4,0.4,1.3,543408
Downtown,2,2,1461,1953.0,71,Single Family,1,0,0,1,4627.0,1.5,0.4,2.2,235453
Suburban,3,3,1579,1980.0,44,Single Family,1,1,0,0,4668.0,0.8,1.6,4.6,294337
Downtown,1,3,911,1994.0,30,Single Family,2,0,1,0,14991.0,1.1,4.7,2.3,237550
University,4,4,1965,2008.0,16,Single Family,1,0,1,1,2000.0,4.5,3.1,1.2,310180
Downtown,5,5,2641,1994.0,30,Townhouse,1,0,0,1,4728.0,0.8,4.7,1.2,535965
Industrial,2,3,1538,1986.0,38,Condo,1,0,0,1,14448.0,3.2,1.7,4.2,210787
University,4,5,2196,2014.0,10,Townhouse,2,0,1,1,15387.0,1.6,1.1,0.2,368431
Industrial,2,1,1512,1958.0,66,Single Family,2,0,0,1,13097.0,0.2,2.6,1.0,172688
Uptown,5,4,2506,1966.0,58,Single Family,2,0,0,0,9595.0,2.0,0.6,0.5,507856
University,4,4,2261,2014.0,10,Condo,1,0,1,1,6090.0,1.1,0.2,8.7,339067
Hillside,4,5,2115,1952.0,72,Single Family,1,1,0,1,2952.0,0.4,0.8,0.3,388034
Downtown,1,2,695,1975.0,49,Single Family,0,0,1,1,9218.0,0.5,0.7,4.3,144882
Suburban,5,5,2549,2002.0,22,Duplex,1,0,0,1,5710.0,1.2,2.3,3.0,434887
Riverside,4,5,1900,1980.0,44,Townhouse,2,1,1,1,12354.0,1.4,1.6,3.0,437688
